Date,Open,High,Low,Close,Volume,Adj Close
2009-10-07,189.759991,190.550009,189.030027,190.249989,116417000,25.529725
2009-10-06,187.739998,190.010036,187.299974,190.010036,151271400,25.497526
2009-10-05,186.200003,186.860031,184.270025,186.020025,105783300,24.962104
2009-10-02,181.409973,185.940023,181.349985,184.900026,138327000,24.811811
2009-10-01,185.349997,186.220016,180.700024,180.859974,131177900,24.269675
2009-09-30,186.130001,186.449968,182.609974,185.349997,134896300,24.872193
2009-09-29,186.729975,187.400003,184.309999,185.380024,86346400,24.876222
2009-09-28,183.869976,186.679987,183.330004,186.150015,84361200,24.979548
2009-09-25,182.010014,185.5,181.440001,182.370022,111309800,24.472309
2009-09-24,187.200026,187.700024,182.770004,183.820002,137720100,24.666882
2009-09-23,185.399971,188.899971,185.030016,185.5,148390900,24.892322
2009-09-22,185.189966,185.380024,182.850006,184.48003,89188400,24.755452
2009-09-21,184.289986,185.160006,181.619965,184.019993,109428900,24.693719
2009-09-18,185.829981,186.549997,184.760036,185.020016,150395700,24.827913
2009-09-17,181.979986,186.79003,181.969973,184.550032,202643000,24.764845
2009-09-16,177.989975,182.749977,177.880013,181.87001,188505800,24.405212
2009-09-15,174.040018,175.650015,173.589994,175.160017,106617700,23.504795
2009-09-14,170.830025,173.900015,170.250011,173.719984,80502800,23.311557
2009-09-11,172.910006,173.179998,170.869999,172.160028,87240300,23.102226
2009-09-10,172.059999,173.25,170.810011,172.560011,122783500,23.155899
2009-09-09,172.780016,174.470028,169.700026,171.139992,202771800,22.965346
2009-09-08,172.980007,173.140024,172.000011,172.930033,78761900,23.205553
2009-09-04,167.279984,170.699968,167.090006,170.309999,93657200,22.853969
2009-09-03,166.439978,167.100006,165.000011,166.55002,73488800,22.349416
2009-09-02,164.619976,167.610031,164.110031,165.179976,91062300,22.165569
2009-09-01,167.989986,169.999966,164.940023,165.300032,117257000,22.18168
2009-08-31,168.160017,168.850006,166.499966,168.210005,77834400,22.57217
2009-08-28,172.270004,172.490009,168.529972,170.05002,113425200,22.819083
2009-08-27,168.749977,169.570036,164.829981,169.44998,112295400,22.738563
2009-08-26,168.920008,169.550009,166.760025,167.409973,75999700,22.464814
2009-08-25,169.459993,170.940001,169.130013,169.400005,81088700,22.731857
2009-08-24,170.120022,170.709982,168.269993,169.060011,101732400,22.686233
2009-08-21,167.650005,169.369965,166.799986,169.220028,104018600,22.707706
2009-08-20,164.979984,166.719984,164.609976,166.330015,85507800,22.319894
2009-08-19,162.75,165.300032,162.44998,164.600029,103317900,22.087746
2009-08-18,161.630001,164.240021,161.409996,163.999989,107788100,22.007226
2009-08-17,163.550032,163.590006,159.420031,159.589994,131095300,21.415448
2009-08-14,167.940012,168.230019,165.529984,166.779972,76454000,22.380274
2009-08-13,166.649982,168.669975,166.499966,168.419996,109995200,22.600349
2009-08-12,162.550009,166.70997,162.459993,165.309965,111267800,22.183013
2009-08-11,163.690035,164.380024,161.879967,162.830015,88835600,21.850227
2009-08-10,165.659973,166.599995,163.659994,164.720005,75073600,22.103846
2009-08-07,165.490009,166.599995,164.80002,165.510036,96838700,22.20986
2009-08-06,165.580025,166.509979,163.089994,163.909973,85404200,21.995147
2009-08-05,165.749989,167.390026,164.209993,165.109974,105795900,22.156176
2009-08-04,164.93001,165.570024,164.209993,165.549997,98952700,22.215223
2009-08-03,165.210016,166.639969,164.870022,166.429964,98560000,22.333306
2009-07-31,162.990032,165.000011,162.910017,163.390015,105634200,21.925374
2009-07-30,161.700003,164.720005,161.500011,162.789974,117401200,21.844854
2009-07-29,158.900005,160.450014,158.249977,160.030005,95539500,21.474493
2009-07-28,158.879978,160.100006,157.600029,159.999977,90888700,21.470463
2009-07-27,160.170008,160.880024,157.259968,160.100006,108327800,21.483886
2009-07-24,156.950014,159.999977,156.499977,159.989964,109590600,21.46912
2009-07-23,156.629967,158.440035,155.560022,157.819967,131740700,21.177927
2009-07-22,157.790007,158.729975,156.110008,156.740009,218526000,21.033007
2009-07-21,153.289984,153.429987,149.750023,151.510036,218695400,20.331195
2009-07-20,153.26997,155.039984,150.889969,152.910028,183881600,20.51906
2009-07-17,149.079981,152.019981,148.630024,151.749989,150538500,20.363394
2009-07-16,145.760025,148.01997,145.569967,147.520025,98392700,19.795773
2009-07-15,145.039995,147.0,144.319979,146.880024,121396800,19.709891
2009-07-14,142.030006,143.180033,141.159973,142.270025,86811900,19.091274
2009-07-13,139.54003,142.340027,137.529984,142.340027,120875300,19.100667
2009-07-10,136.339983,138.970016,136.320036,138.519993,111318900,18.588055
2009-07-09,137.760002,137.990021,135.929987,136.359997,85756300,18.298205
2009-07-08,135.919973,138.039995,134.420019,137.220016,143982300,18.413611
2009-07-07,138.480019,139.680033,135.18001,135.400015,115399200,18.169384
2009-07-06,138.700024,138.989964,136.250034,138.610008,124672100,18.600134
2009-07-02,141.249989,142.830025,139.789995,140.020014,92619800,18.789344
2009-07-01,143.50,144.659973,142.520004,142.830025,103544700,19.16642
2009-06-30,142.579992,143.80002,141.799974,142.429976,108556000,19.112737
2009-06-29,143.460026,143.950024,141.539995,141.970005,141904000,19.051014
2009-06-26,139.789995,143.559988,139.740021,142.439989,109846100,19.114081
2009-06-25,135.750023,140.199991,135.20997,139.859997,147361900,18.767871
2009-06-24,135.419975,137.500023,134.859976,136.219994,121381400,18.279417
2009-06-23,136.399971,136.950024,132.880024,134.010036,176633100,17.982862
2009-06-22,140.669975,141.560022,136.329969,137.370033,158728500,18.433742
2009-06-19,138.070036,139.499989,136.899982,139.479975,180464200,18.716876
2009-06-18,136.110031,138.000034,135.590006,135.880013,106920100,18.233795
2009-06-17,136.670031,137.449968,134.529995,135.579992,142853200,18.193535
2009-06-16,136.660017,138.470005,136.100018,136.349997,128701300,18.296863
2009-06-15,136.010002,136.93001,134.890003,136.090004,134937600,18.261974
2009-06-12,138.809999,139.100006,136.04003,136.969984,140771400,18.380059
2009-06-11,139.549976,141.560022,138.55002,139.950026,131205900,18.779952
2009-06-10,142.279972,142.349974,138.299974,140.249966,172155900,18.820201
2009-06-09,143.810034,144.560011,140.549986,142.719995,169241100,19.151655
2009-06-08,143.819967,144.23003,139.429987,143.849995,232913100,19.30329
2009-06-05,145.309988,146.400026,143.209993,144.669973,158179000,19.413324
2009-06-04,140.12999,144.179976,140.039974,143.740032,137658500,19.288535
2009-06-03,140.00,141.109985,139.069979,140.949968,141299900,18.914135
2009-06-02,138.989964,141.340004,138.350029,139.489975,114055900,18.718218
2009-06-01,136.469973,139.989986,135.999989,139.349985,113124900,18.699432
2009-05-29,135.390015,135.900026,133.850006,135.810011,114133600,18.224402
2009-05-28,133.450024,135.390015,132.030005,135.069967,121888200,18.125095
2009-05-27,131.779972,134.980019,130.910006,133.049974,161605500,17.854031
2009-05-26,124.760025,130.830004,124.55002,130.780016,159231800,17.549425
2009-05-22,124.050009,124.179998,121.750023,122.5,74499600,16.438326
2009-05-21,125.149994,126.780005,122.889969,124.179998,101986500,16.663765
2009-05-20,127.630024,129.209993,125.299997,125.87001,97146000,16.890549
2009-05-19,126.819979,129.310022,125.740021,127.44998,93105600,17.102566
2009-05-18,123.729975,126.700003,121.569979,126.650015,114710400,16.995218
2009-05-15,122.320036,124.620022,121.61002,122.419985,91891800,16.427589
2009-05-14,119.780005,123.529984,119.700003,122.950024,111956600,16.498715
2009-05-13,123.210016,124.019981,119.380035,119.489998,148992900,16.034412
2009-05-12,129.559988,129.710005,123.249977,124.420031,152370400,16.695975
2009-05-11,127.369965,130.959993,127.119999,129.570002,101164700,17.387052
2009-05-08,129.04003,131.229986,126.259979,129.189966,116991000,17.336055
2009-05-07,132.330025,132.390026,127.900003,129.059977,132944000,17.318612
2009-05-06,133.329981,133.500011,130.220016,132.499989,118384700,17.780228
2009-05-05,131.750011,132.859997,131.12001,132.709993,99563800,17.808409
2009-05-04,128.239998,132.250023,127.679998,132.069979,152339600,17.722525
2009-05-01,125.800009,127.949991,125.800009,127.239975,99379000,17.074385
2009-04-30,126.220005,127.000023,124.919975,125.829969,124622400,16.885176
2009-04-29,124.849974,126.850006,123.830004,125.13998,114527700,16.792586
2009-04-28,123.350006,126.210005,123.259991,123.900005,113964200,16.626193
2009-04-27,122.899982,124.999977,122.660017,124.729984,120172500,16.737568
2009-04-24,124.639969,125.13998,122.969984,123.900005,135191000,16.626193
2009-04-23,126.619987,127.200014,123.510036,125.400026,236289200,16.827482
2009-04-22,122.62999,125.349985,121.200024,121.509991,234691800,16.305476
2009-04-21,118.890024,122.139992,118.600018,121.760036,117671400,16.33903
2009-04-20,121.729996,122.989998,119.160017,120.500034,116616500,16.16995
2009-04-17,121.18001,124.25,120.249989,123.420008,124373900,16.561782
2009-04-16,119.189978,123.150015,118.789995,121.450003,148361500,16.297426
2009-04-15,117.200026,118.250023,115.759979,117.639969,103220600,15.786156
2009-04-14,119.570013,120.169973,117.25,118.310011,113655500,15.876069
2009-04-13,120.010036,120.980019,119.0,120.220028,97309100,16.132375
2009-04-09,118.419973,120.000023,117.960016,119.570013,132689200,16.04515
2009-04-08,115.429998,116.79003,114.579992,116.319979,113907500,15.609026
2009-04-07,116.529984,116.669973,114.190023,114.999989,134145200,15.431896
2009-04-06,114.940001,118.750034,113.280016,118.450014,164516100,15.894857
2009-04-03,114.190023,116.130001,113.519981,115.989998,159060300,15.564746
2009-04-02,110.140031,114.750023,109.780023,112.710016,203091700,15.124604
2009-04-01,104.089999,109.000011,103.890008,108.689978,147343000,14.585153
2009-03-31,105.45003,107.450003,105.0,105.119983,142520000,14.106094
2009-03-30,104.510002,105.010007,102.609992,104.489982,125699000,14.021554
2009-03-27,108.230007,108.530027,106.399999,106.850029,123218200,14.33825
2009-03-26,107.830031,109.980007,107.579992,109.869971,154063000,14.743497
2009-03-25,107.579992,108.359997,103.859981,106.490021,161654500,14.28994
2009-03-24,106.360031,109.440028,105.389969,106.500028,160153000,14.291283
2009-03-23,102.710021,108.160012,101.749972,107.660001,166599300,14.44694
2009-03-20,102.090027,103.109997,100.569979,101.590022,173896800,13.632407
2009-03-19,101.850001,103.200019,100.250011,101.619983,125045200,13.636428
2009-03-18,99.910017,103.480019,99.719973,101.52002,199009300,13.623014
2009-03-17,95.23997,99.690012,95.070013,99.659978,196661500,13.373414
2009-03-16,96.53,97.390019,94.180033,95.420008,199311000,12.80445
2009-03-13,96.299981,97.199968,95.010018,95.930033,150292100,12.872891
2009-03-12,92.90001,96.579981,92.000023,96.350029,192114300,12.92925
2009-03-11,89.809999,94.06999,89.579981,92.679998,211593200,12.436767
2009-03-10,84.870033,89.169991,84.360008,88.630013,211064700,11.893298
2009-03-09,84.179971,87.600029,82.569967,83.11002,174574400,11.152568
2009-03-06,88.339999,88.399987,82.330009,85.29997,252786800,11.446438
2009-03-05,90.460021,91.870033,88.449968,88.840011,176724800,11.921478
2009-03-04,90.180021,92.77002,89.449991,91.170031,185350900,12.234144
2009-03-03,88.930033,90.740021,87.880029,88.370033,181085100,11.858411
2009-03-02,88.119987,91.199991,87.670031,87.940017,192732400,11.800707
2009-02-27,87.93001,91.30002,87.670031,89.309988,176664600,11.984544
2009-02-26,92.000023,92.920031,88.959987,89.190012,157467100,11.968445
2009-02-25,89.859981,92.920031,89.25,91.160017,208263300,12.2328
2009-02-24,87.450019,90.890031,86.999989,90.250023,201776400,12.110688
2009-02-23,91.650022,92.000023,86.509991,86.950007,196745500,11.667858
2009-02-20,89.40001,92.399999,89.000028,91.199991,187579000,12.238165
2009-02-19,93.369987,94.250028,90.11002,90.639992,230701100,12.163018
2009-02-18,95.049993,95.850018,92.719973,94.37001,171194800,12.663551
2009-02-17,96.869987,97.040018,94.279988,94.530027,169559600,12.685024
2009-02-13,98.990009,99.939978,98.119983,99.159973,152244400,13.306318
2009-02-12,95.829997,99.75,95.829997,99.270009,204297100,13.321084
2009-02-11,96.369983,98.310027,95.770009,96.820013,168743400,12.992318
2009-02-10,101.329969,102.51003,97.059972,97.829969,212265200,13.127844
2009-02-09,99.999972,103.000028,99.500028,102.51003,178752700,13.755863
2009-02-06,97.019998,99.999972,96.999977,99.719973,171802400,13.381464
2009-02-05,92.77002,97.250023,92.62001,96.459998,187311600,12.944007
2009-02-04,93.219977,96.25,93.100001,93.550032,202105400,12.553518
2009-02-03,91.920008,93.380001,90.279977,92.980019,149827300,12.477027
2009-02-02,89.09999,92.000023,88.899999,91.510018,139561800,12.279767
2009-01-30,92.59999,93.620033,90.009991,90.129967,162869700,12.094578
2009-01-29,93.089988,94.339983,92.59999,92.999972,148182300,12.479705
2009-01-28,92.119999,95.000011,91.500011,94.19998,215351500,12.640734
2009-01-27,90.190028,91.549993,89.739998,90.730007,154509600,12.175097
2009-01-26,88.860031,90.969973,88.300032,89.639969,173059600,12.028825
2009-01-23,86.820018,89.869987,86.499977,88.36002,190942500,11.857068
2009-01-22,88.039979,89.999977,85.820002,88.36002,352382100,11.857068
2009-01-21,79.390008,82.880001,79.309999,82.83002,272317500,11.114995
2009-01-20,81.930033,82.000028,78.200007,78.200007,229978700,10.493691
2009-01-16,84.30002,84.380029,80.399971,82.330009,261906400,11.047898
2009-01-15,80.570002,84.119983,80.04997,83.380013,457908500,11.188798
2009-01-14,86.239998,87.250028,84.720023,85.329997,255416000,11.450468
2009-01-13,88.23997,89.739998,86.349967,87.709998,199599400,11.769841
2009-01-12,90.460021,90.989993,87.549981,88.659973,154429100,11.897319
2009-01-09,93.20997,93.380001,90.13998,90.579997,136711400,12.154967
2009-01-08,90.429987,93.149982,90.040018,92.700019,168375200,12.439454
2009-01-07,91.809972,92.500028,90.26003,91.010007,188262200,12.212671
2009-01-06,95.94998,97.170008,92.389992,93.019993,322327600,12.482391
2009-01-05,93.170003,96.179998,92.710032,94.580009,295402100,12.691731
2009-01-02,85.87999,91.039968,85.159973,90.750028,186503800,12.177784
2008-12-31,85.970012,87.740032,85.340011,85.350018,151885300,11.453154
2008-12-30,87.419991,88.049993,84.720023,86.289979,241900400,11.579288
2008-12-29,86.519998,87.619983,85.070018,86.61002,171500000,11.622234
2008-12-26,86.63998,87.419991,85.239982,85.809988,77081200,11.514878
2008-12-24,86.139969,86.250011,84.549993,85.03999,67833500,11.411552
2008-12-23,86.869999,87.870022,85.90001,86.380001,158757900,11.591368
2008-12-22,90.019998,90.030011,84.689989,85.739993,211185100,11.505485
2008-12-19,89.939989,90.940012,88.79997,89.999977,200480000,12.077134
2008-12-18,89.309988,90.829969,88.440028,89.429971,214354000,12.000645
2008-12-17,91.030027,91.100029,88.020032,89.159978,323465100,11.964414
2008-12-16,93.979968,96.480019,92.75,95.430021,273376600,12.805794
2008-12-15,95.990021,96.210032,92.999972,94.749972,222939500,12.714538
2008-12-12,92.799981,99.000023,92.529988,98.269993,260293600,13.186891
2008-12-11,97.349978,101.240021,94.829981,95.000011,260154300,12.748091
2008-12-10,97.87001,99.490021,96.499972,98.209998,234511900,13.17884
2008-12-09,98.039968,103.600001,97.209982,100.060027,300874000,13.427097
2008-12-08,97.279977,100.799997,95.79997,99.719973,296285500,13.381464
2008-12-05,90.349978,94.489993,88.860031,93.999989,260948800,12.613897
2008-12-04,94.429998,95.21001,89.060022,91.409989,272842500,12.266344
2008-12-03,89.40001,96.22998,88.79997,95.899999,334670000,12.868861
2008-12-02,90.030011,92.649971,86.499977,92.47,287180600,12.408588
2008-12-01,91.30002,92.270009,88.920019,88.930033,230941900,11.933558
2008-11-28,94.699991,94.759979,91.86002,92.669991,74443600,12.435425
2008-11-26,89.919969,95.249977,89.849967,95.000011,224959000,12.748091
2008-11-25,94.62999,94.709998,88.160028,90.800009,308823200,12.184491
2008-11-24,85.210021,94.790013,84.839999,92.949991,360564400,12.472998
2008-11-21,81.930033,84.119983,79.139969,82.579981,392317800,11.081442
2008-11-20,85.239982,86.450003,79.999989,80.489993,429203600,10.800986
2008-11-19,89.439978,91.58002,86.20997,86.289979,292975200,11.579288
2008-11-18,89.639969,90.989993,86.859992,89.910028,302423800,12.065064
2008-11-17,88.480002,90.54997,87.259968,88.140008,290631600,11.827544
2008-11-14,93.76003,93.989982,89.999977,90.240009,351316700,12.109344
2008-11-13,89.869987,96.439978,86.019993,96.439978,463521800,12.941321
2008-11-12,92.430033,93.239998,90.009991,90.120033,294744100,12.093245
2008-11-11,94.810027,97.170008,92.260002,94.769993,306134500,12.717225
2008-11-10,100.170003,100.400022,94.5,95.879978,280955500,12.866174
2008-11-07,99.239982,99.850029,95.720028,98.240032,273813400,13.182871
2008-11-06,101.04997,102.780023,98.0,99.099978,329768600,13.298267
2008-11-05,108.909989,109.720028,102.990021,103.299981,314113800,13.861867
2008-11-04,109.990021,111.790002,106.669991,110.98997,349670300,14.89379
2008-11-03,105.930021,109.099967,104.859997,106.959998,264484500,14.353006
2008-10-31,107.400022,110.779972,105.140003,107.589999,414939000,14.437547
2008-10-30,108.230007,112.189978,107.61002,111.040018,409522400,14.900506
2008-10-29,100.859992,109.53999,99.939978,104.54997,487744600,14.029604
2008-10-28,95.430021,100.499977,92.369971,99.910017,408533300,13.406967
2008-10-27,95.070013,97.629978,91.86002,92.089972,302192800,12.357591
2008-10-24,90.330031,97.899971,90.11002,96.37999,397514600,12.933271
2008-10-23,96.509979,99.249989,91.899987,98.230019,418857600,13.181527
2008-10-22,97.369999,101.250028,92.929971,96.869987,562202200,12.999024
2008-10-21,96.950003,97.899971,91.160017,91.489998,548415000,12.277081
2008-10-20,99.780027,100.03,93.63998,98.440017,387292500,13.209707
2008-10-17,99.59999,102.039979,85.890003,97.400033,440556900,13.070151
2008-10-16,99.77002,103.429971,91.73997,101.889969,495130300,13.672657
2008-10-15,103.840027,106.999972,97.890031,97.950019,396043900,13.143954
2008-10-14,116.259991,116.399994,103.140031,104.079992,495248600,13.966537
2008-10-13,104.54997,110.53,101.020009,110.260007,384769000,14.795836
2008-10-10,85.700019,99.999972,85.000023,96.799993,554824900,12.989631
2008-10-09,93.349967,95.79997,86.600013,88.739982,404345900,11.908055
2008-10-08,85.910017,96.330009,85.679998,89.789979,551935300,12.048955
2008-10-07,100.48003,101.5,88.94998,89.159978,469693000,11.964414
2008-10-06,91.959982,98.780011,87.539968,98.140003,526854300,13.169448
2008-10-03,103.999977,106.500028,94.65001,97.069979,573599600,13.025861
2008-10-02,108.010002,108.790013,99.999972,100.100001,402341100,13.432461
2008-10-01,111.919991,112.360008,107.390008,109.119987,324121000,14.642856
2008-09-30,108.250028,114.999989,106.29997,113.659985,406670600,15.25208
2008-09-29,119.619987,119.679976,100.589999,105.259979,655514300,14.12488
2008-09-26,124.910028,129.80002,123.000011,128.239998,281612800,17.208578
2008-09-25,129.80002,134.789974,128.520004,131.929976,251511400,17.703738
2008-09-24,127.270016,130.94998,125.149994,128.709982,261753800,17.271646
2008-09-23,131.849974,135.799997,126.660028,126.840006,320091100,17.020713
2008-09-22,139.940012,140.249966,130.659973,131.050009,214178300,17.585655
2008-09-19,142.600006,144.200003,136.310022,140.909994,357718900,18.908771
2008-09-18,130.570024,135.429976,120.679998,134.089972,419063400,17.993589
2008-09-17,138.490032,138.509979,127.830015,127.830015,300113800,17.153563
2008-09-16,133.86002,142.499977,132.149994,139.880024,299959100,18.770558
2008-09-15,142.030006,147.689989,140.360008,140.360008,230158600,18.834968
2008-09-12,150.909996,150.909996,146.499989,148.939978,198256800,19.986317
2008-09-11,148.179987,152.989964,145.999977,152.649982,242783800,20.484164
2008-09-10,152.320002,154.990009,148.799974,151.609985,243285700,20.344607
2008-09-09,156.859985,159.960016,149.789984,151.679987,311256400,20.354
2008-09-08,164.570002,164.889969,151.459982,157.919996,261494800,21.19135
2008-09-05,158.589972,162.400005,157.650003,160.180021,196721000,21.494623
2008-09-04,165.860031,167.909985,160.810022,161.220005,185846500,21.634179
2008-09-03,166.840027,168.679976,163.999989,166.960016,183708700,22.404434
2008-09-02,172.399994,173.499966,165.000011,166.190012,195190800,22.301107
2008-08-29,172.959993,173.499966,169.039984,169.529995,149822400,22.7493
2008-08-28,175.280006,176.249989,172.749989,173.739998,107846200,23.314242
2008-08-27,173.309988,175.759991,172.189989,174.670019,119445200,23.439042
2008-08-26,172.760002,174.880024,172.609985,173.639969,111387500,23.300819
2008-08-25,176.150026,176.229975,171.660017,172.549997,121106300,23.154556
2008-08-22,175.819979,177.499977,175.570013,176.789974,109902800,23.72352
2008-08-21,174.470028,175.450024,171.889969,174.289984,134936200,23.388045
2008-08-20,174.769981,176.939978,173.610008,175.840006,126737800,23.596043
2008-08-19,174.54003,177.069967,171.810034,173.530006,154051100,23.286064
2008-08-18,175.570013,177.810011,173.820013,175.389969,138003600,23.535653
2008-08-15,179.039986,179.749989,175.049974,175.739964,177062900,23.582619
2008-08-14,178.329969,180.449991,177.839972,179.319979,177825200,24.063022
2008-08-13,177.979975,180.000034,175.899994,179.300032,210586600,24.060346
2008-08-12,173.519993,179.290018,173.509979,176.729986,209069700,23.71547
2008-08-11,170.069967,176.500034,169.669985,173.560034,222826100,23.290093
2008-08-08,163.859985,169.649971,163.750023,169.550009,178499300,22.751986
2008-08-07,162.710026,166.149971,161.500011,163.569979,168093100,21.949523
2008-08-06,159.970016,167.400026,158.000011,164.189966,197852200,22.03272
2008-08-05,155.420019,160.800009,154.819979,160.639992,172092900,21.556347
2008-08-04,156.600006,157.899982,152.910028,153.229996,148131900,20.561997
2008-08-01,159.900015,159.989964,155.75,156.659994,136159800,21.02227
2008-07-31,157.539974,162.200014,156.979975,158.94998,159374600,21.329564
2008-07-30,157.780006,160.489975,156.079981,159.880001,181295800,21.454364
2008-07-29,155.410006,159.449991,153.650005,157.080004,171017700,21.078631
2008-07-28,162.340004,162.469994,154.020014,154.399982,195178200,20.718998
2008-07-25,160.400026,162.999966,158.650026,162.119999,158409300,21.75495
2008-07-24,164.320036,165.259991,158.449968,159.029995,209904800,21.340301
2008-07-23,164.989998,168.370022,161.559999,166.260014,265442100,22.3105
2008-07-22,148.999966,162.760014,146.530016,162.01997,469898100,21.741527
2008-07-21,166.900015,167.499989,161.119976,166.289974,340117400,22.314521
2008-07-18,168.520025,169.649971,165.000011,165.150015,217103600,22.161549
2008-07-17,174.100006,174.979986,171.390024,171.810034,189381500,23.05526
2008-07-16,170.200024,172.930033,168.599974,172.809977,186947600,23.189442
2008-07-15,172.479996,173.739998,166.390003,169.640024,260010800,22.764065
2008-07-14,179.239964,179.300032,173.079969,173.880001,221513600,23.333029
2008-07-11,175.469984,177.110008,170.999989,172.580025,232502900,23.158585
2008-07-10,174.919985,177.340027,171.37001,176.630024,210172200,23.702056
2008-07-09,180.200026,180.910028,174.13998,174.250023,223944000,23.382683
2008-07-08,175.399982,179.700014,172.739975,179.549997,222087600,24.093889
2008-07-07,173.159985,177.130035,171.899982,175.160017,205097900,23.504795
2008-07-03,169.589983,172.169975,165.749989,170.120022,130840500,22.828476
2008-07-02,175.199991,177.450003,168.179964,168.179964,209379800,22.568139
2008-07-01,164.230007,174.719994,163.999989,174.680033,277820200,23.440386
2008-06-30,170.190023,172.000011,166.620022,167.440001,171049200,22.468843
2008-06-27,166.509979,170.569979,164.150005,170.089994,260562400,22.824447
2008-06-26,174.069979,174.839983,168.010014,168.259979,217402500,22.578876
2008-06-25,174.610031,178.829981,173.880001,177.390015,161112700,23.80404
2008-06-24,172.370033,175.780005,171.62999,173.25,155486800,23.248489
2008-06-23,174.740021,175.879967,171.559988,173.159985,161445200,23.23641
2008-06-20,179.350006,180.999977,175.0,175.269993,222091800,23.519553
2008-06-19,178.549974,182.339994,176.799974,180.900015,197987300,24.275048
