datetime,anomaly,uncert
1903-11-01,-0.584,0.127
1903-12-01,-0.52,0.123
1904-01-01,-0.636,0.134
1904-02-01,-0.634,0.134
1904-03-01,-0.46,0.124
1904-04-01,-0.521,0.135
1904-05-01,-0.527,0.143
1904-06-01,-0.506,0.136
1904-07-01,-0.486,0.141
1904-08-01,-0.501,0.148
1904-09-01,-0.583,0.131
1904-10-01,-0.469,0.121
1904-11-01,-0.304,0.115
1904-12-01,-0.331,0.129
1905-01-01,-0.318,0.131
1905-02-01,-0.614,0.137
1905-03-01,-0.338,0.126
1905-04-01,-0.422,0.139
1905-05-01,-0.314,0.138
1905-06-01,-0.355,0.126
1905-07-01,-0.369,0.135
1905-08-01,-0.321,0.146
1905-09-01,-0.324,0.133
1905-10-01,-0.3,0.13
1905-11-01,-0.182,0.116
1905-12-01,-0.32,0.136
1906-01-01,-0.354,0.147
1906-02-01,-0.329,0.122
1906-03-01,-0.145,0.12
1906-04-01,-0.044,0.126
1906-05-01,-0.316,0.141
1906-06-01,-0.262,0.126
1906-07-01,-0.337,0.143
1906-08-01,-0.29,0.147
1906-09-01,-0.367,0.127
1906-10-01,-0.202,0.124
1906-11-01,-0.39,0.123
1906-12-01,-0.152,0.142
1907-01-01,-0.419,0.124
1907-02-01,-0.588,0.129
1907-03-01,-0.255,0.123
1907-04-01,-0.385,0.132
1907-05-01,-0.522,0.143
1907-06-01,-0.457,0.126
1907-07-01,-0.422,0.141
1907-08-01,-0.464,0.141
1907-09-01,-0.442,0.132
1907-10-01,-0.212,0.115
1907-11-01,-0.562,0.117
1907-12-01,-0.524,0.126
1908-01-01,-0.437,0.138
1908-02-01,-0.323,0.133
1908-03-01,-0.649,0.12
1908-04-01,-0.509,0.127
1908-05-01,-0.31,0.142
1908-06-01,-0.355,0.129
1908-07-01,-0.358,0.134
1908-08-01,-0.524,0.139
1908-09-01,-0.366,0.12
1908-10-01,-0.485,0.119
1908-11-01,-0.634,0.118
1908-12-01,-0.566,0.124
1909-01-01,-0.763,0.118
1909-02-01,-0.45,0.124
1909-03-01,-0.576,0.118
1909-04-01,-0.617,0.122
1909-05-01,-0.534,0.135
1909-06-01,-0.53,0.12
1909-07-01,-0.552,0.133
1909-08-01,-0.371,0.137
1909-09-01,-0.482,0.12
1909-10-01,-0.439,0.11
1909-11-01,-0.425,0.108
1909-12-01,-0.528,0.124
1910-01-01,-0.434,0.118
1910-02-01,-0.514,0.127
1910-03-01,-0.593,0.118
1910-04-01,-0.462,0.124
1910-05-01,-0.374,0.135
1910-06-01,-0.436,0.115
1910-07-01,-0.44,0.133
1910-08-01,-0.434,0.134
1910-09-01,-0.454,0.117
1910-10-01,-0.39,0.102
1910-11-01,-0.664,0.108
1910-12-01,-0.76,0.133
1911-01-01,-0.691,0.111
1911-02-01,-0.637,0.117
1911-03-01,-0.665,0.109
1911-04-01,-0.558,0.119
1911-05-01,-0.576,0.126
1911-06-01,-0.562,0.109
1911-07-01,-0.521,0.138
1911-08-01,-0.486,0.137
1911-09-01,-0.52,0.121
1911-10-01,-0.3,0.112
1911-11-01,-0.348,0.112
1911-12-01,-0.335,0.118
1912-01-01,-0.261,0.113
1912-02-01,-0.215,0.111
1912-03-01,-0.444,0.111
1912-04-01,-0.206,0.12
1912-05-01,-0.284,0.129
1912-06-01,-0.303,0.124
1912-07-01,-0.539,0.132
1912-08-01,-0.622,0.14
1912-09-01,-0.667,0.124
1912-10-01,-0.676,0.109
1912-11-01,-0.51,0.117
1912-12-01,-0.522,0.112
1913-01-01,-0.536,0.116
1913-02-01,-0.494,0.129
1913-03-01,-0.465,0.116
1913-04-01,-0.349,0.12
1913-05-01,-0.414,0.127
1913-06-01,-0.498,0.113
1913-07-01,-0.464,0.132
1913-08-01,-0.386,0.135
1913-09-01,-0.463,0.118
1913-10-01,-0.381,0.103
1913-11-01,-0.337,0.128
1913-12-01,-0.083,0.137
1914-01-01,-0.02,0.142
1914-02-01,-0.265,0.119
1914-03-01,-0.354,0.115
1914-04-01,-0.29,0.123
1914-05-01,-0.227,0.137
1914-06-01,-0.261,0.119
1914-07-01,-0.347,0.149
1914-08-01,-0.207,0.149
1914-09-01,-0.25,0.143
1914-10-01,-0.141,0.137
1914-11-01,-0.28,0.14
1914-12-01,-0.062,0.148
1915-01-01,-0.238,0.135
1915-02-01,-0.162,0.133
1915-03-01,-0.08,0.127
1915-04-01,0.043,0.136
1915-05-01,-0.019,0.143
1915-06-01,-0.267,0.137
1915-07-01,-0.172,0.15
1915-08-01,-0.104,0.151
1915-09-01,-0.224,0.133
1915-10-01,-0.309,0.125
1915-11-01,-0.169,0.125
1915-12-01,-0.229,0.133
1916-01-01,-0.195,0.129
1916-02-01,-0.235,0.141
1916-03-01,-0.278,0.124
1916-04-01,-0.331,0.138
1916-05-01,-0.322,0.144
1916-06-01,-0.415,0.127
1916-07-01,-0.407,0.15
1916-08-01,-0.374,0.156
1916-09-01,-0.418,0.135
1916-10-01,-0.452,0.126
1916-11-01,-0.604,0.147
1916-12-01,-0.798,0.143
1917-01-01,-0.713,0.15
1917-02-01,-0.672,0.147
1917-03-01,-0.596,0.14
1917-04-01,-0.494,0.14
1917-05-01,-0.564,0.146
1917-06-01,-0.494,0.132
1917-07-01,-0.265,0.156
1917-08-01,-0.343,0.163
1917-09-01,-0.326,0.142
1917-10-01,-0.488,0.128
1917-11-01,-0.48,0.141
1917-12-01,-0.689,0.149
1918-01-01,-0.49,0.135
1918-02-01,-0.53,0.14
1918-03-01,-0.389,0.136
1918-04-01,-0.551,0.145
1918-05-01,-0.413,0.159
1918-06-01,-0.398,0.14
1918-07-01,-0.401,0.153
1918-08-01,-0.381,0.153
1918-09-01,-0.228,0.144
1918-10-01,-0.115,0.138
1918-11-01,-0.193,0.142
1918-12-01,-0.308,0.15
1919-01-01,-0.229,0.153
1919-02-01,-0.169,0.143
1919-03-01,-0.216,0.14
1919-04-01,-0.064,0.146
1919-05-01,-0.227,0.142
1919-06-01,-0.327,0.134
1919-07-01,-0.375,0.145
1919-08-01,-0.321,0.154
1919-09-01,-0.263,0.139
1919-10-01,-0.225,0.122
1919-11-01,-0.527,0.142
1919-12-01,-0.442,0.141
1920-01-01,-0.238,0.14
1920-02-01,-0.403,0.136
1920-03-01,-0.128,0.136
1920-04-01,-0.214,0.141
1920-05-01,-0.242,0.139
1920-06-01,-0.285,0.132
1920-07-01,-0.301,0.145
1920-08-01,-0.259,0.146
1920-09-01,-0.222,0.132
1920-10-01,-0.213,0.124
1920-11-01,-0.29,0.126
1920-12-01,-0.454,0.123
1921-01-01,-0.094,0.135
1921-02-01,-0.214,0.128
1921-03-01,-0.311,0.126
1921-04-01,-0.297,0.131
1921-05-01,-0.282,0.136
1921-06-01,-0.181,0.124
1921-07-01,-0.179,0.14
1921-08-01,-0.303,0.145
1921-09-01,-0.175,0.126
1921-10-01,-0.078,0.115
1921-11-01,-0.122,0.119
1921-12-01,-0.079,0.136
1922-01-01,-0.275,0.135
1922-02-01,-0.404,0.127
1922-03-01,-0.171,0.116
1922-04-01,-0.147,0.123
1922-05-01,-0.347,0.132
1922-06-01,-0.287,0.117
1922-07-01,-0.224,0.136
1922-08-01,-0.372,0.145
1922-09-01,-0.355,0.124
1922-10-01,-0.368,0.121
1922-11-01,-0.279,0.122
1922-12-01,-0.191,0.128
1923-01-01,-0.321,0.12
1923-02-01,-0.421,0.117
1923-03-01,-0.412,0.119
1923-04-01,-0.336,0.127
1923-05-01,-0.343,0.13
1923-06-01,-0.216,0.125
1923-07-01,-0.369,0.134
1923-08-01,-0.34,0.143
1923-09-01,-0.349,0.121
1923-10-01,-0.092,0.109
1923-11-01,0.017,0.113
1923-12-01,-0.0,0.121
1924-01-01,-0.235,0.122
1924-02-01,-0.234,0.116
1924-03-01,-0.037,0.114
1924-04-01,-0.274,0.125
1924-05-01,-0.164,0.129
1924-06-01,-0.226,0.118
1924-07-01,-0.266,0.142
1924-08-01,-0.324,0.142
1924-09-01,-0.322,0.126
1924-10-01,-0.35,0.115
1924-11-01,-0.255,0.122
1924-12-01,-0.354,0.127
1925-01-01,-0.402,0.13
1925-02-01,-0.482,0.117
1925-03-01,-0.261,0.122
1925-04-01,-0.277,0.124
1925-05-01,-0.234,0.133
1925-06-01,-0.285,0.119
1925-07-01,-0.254,0.135
1925-08-01,-0.178,0.148
1925-09-01,-0.197,0.131
1925-10-01,-0.163,0.115
1925-11-01,-0.019,0.115
1925-12-01,0.173,0.124
1926-01-01,0.215,0.122
1926-02-01,-0.024,0.12
1926-03-01,0.127,0.117
1926-04-01,-0.09,0.133
1926-05-01,-0.197,0.134
1926-06-01,-0.173,0.12
1926-07-01,-0.233,0.138
1926-08-01,-0.1,0.143
1926-09-01,-0.092,0.122
1926-10-01,-0.001,0.111
1926-11-01,-0.052,0.113
1926-12-01,-0.224,0.123
1927-01-01,-0.209,0.122
1927-02-01,-0.147,0.117
1927-03-01,-0.381,0.123
1927-04-01,-0.269,0.124
1927-05-01,-0.203,0.136
1927-06-01,-0.234,0.115
1927-07-01,-0.181,0.134
1927-08-01,-0.159,0.143
1927-09-01,-0.101,0.121
1927-10-01,0.067,0.11
1927-11-01,-0.048,0.111
1927-12-01,-0.241,0.126
1928-01-01,0.159,0.13
1928-02-01,-0.036,0.124
1928-03-01,-0.181,0.118
1928-04-01,-0.194,0.122
1928-05-01,-0.254,0.131
1928-06-01,-0.349,0.121
1928-07-01,-0.183,0.134
1928-08-01,-0.215,0.141
1928-09-01,-0.259,0.12
1928-10-01,-0.161,0.108
1928-11-01,-0.11,0.115
1928-12-01,-0.13,0.126
1929-01-01,-0.367,0.121
1929-02-01,-0.508,0.116
1929-03-01,-0.372,0.119
1929-04-01,-0.341,0.122
1929-05-01,-0.419,0.13
1929-06-01,-0.416,0.117
1929-07-01,-0.426,0.136
1929-08-01,-0.255,0.143
1929-09-01,-0.261,0.126
1929-10-01,-0.127,0.111
1929-11-01,-0.119,0.117
1929-12-01,-0.488,0.117
1930-01-01,-0.179,0.13
1930-02-01,-0.283,0.121
1930-03-01,-0.085,0.126
1930-04-01,-0.227,0.125
1930-05-01,-0.166,0.132
1930-06-01,-0.232,0.123
1930-07-01,-0.111,0.14
1930-08-01,-0.107,0.151
1930-09-01,-0.082,0.13
1930-10-01,-0.059,0.118
1930-11-01,0.142,0.129
1930-12-01,0.021,0.127
1931-01-01,-0.032,0.131
1931-02-01,-0.193,0.12
1931-03-01,-0.084,0.125
1931-04-01,-0.178,0.128
1931-05-01,-0.206,0.133
1931-06-01,-0.054,0.127
1931-07-01,0.014,0.14
1931-08-01,0.007,0.151
1931-09-01,-0.047,0.128
1931-10-01,0.081,0.12
1931-11-01,-0.064,0.122
1931-12-01,0.032,0.127
1932-01-01,0.141,0.126
1932-02-01,-0.145,0.121
1932-03-01,-0.101,0.124
1932-04-01,0.052,0.13
1932-05-01,-0.058,0.131
1932-06-01,-0.196,0.124
1932-07-01,-0.156,0.142
1932-08-01,-0.2,0.148
1932-09-01,-0.017,0.133
1932-10-01,-0.073,0.116
1932-11-01,-0.283,0.121
1932-12-01,-0.175,0.12
1933-01-01,-0.24,0.128
1933-02-01,-0.259,0.121
1933-03-01,-0.285,0.121
1933-04-01,-0.24,0.127
1933-05-01,-0.259,0.136
1933-06-01,-0.385,0.123
1933-07-01,-0.273,0.14
1933-08-01,-0.199,0.145
1933-09-01,-0.3,0.127
1933-10-01,-0.256,0.116
1933-11-01,-0.368,0.119
1933-12-01,-0.402,0.123
1934-01-01,-0.276,0.123
1934-02-01,-0.098,0.117
1934-03-01,-0.354,0.118
1934-04-01,-0.32,0.126
1934-05-01,-0.141,0.132
1934-06-01,-0.145,0.119
1934-07-01,-0.13,0.141
1934-08-01,-0.144,0.147
1934-09-01,-0.181,0.123
1934-10-01,-0.022,0.115
1934-11-01,0.04,0.113
1934-12-01,-0.019,0.125
1935-01-01,-0.284,0.122
1935-02-01,0.064,0.119
1935-03-01,-0.138,0.114
1935-04-01,-0.31,0.124
1935-05-01,-0.26,0.131
1935-06-01,-0.185,0.122
1935-07-01,-0.166,0.136
1935-08-01,-0.191,0.144
1935-09-01,-0.214,0.122
1935-10-01,-0.036,0.112
1935-11-01,-0.373,0.114
1935-12-01,-0.154,0.117
1936-01-01,-0.287,0.113
1936-02-01,-0.302,0.111
1936-03-01,-0.267,0.116
1936-04-01,-0.172,0.121
1936-05-01,-0.155,0.129
1936-06-01,-0.154,0.114
1936-07-01,-0.052,0.134
1936-08-01,-0.088,0.14
1936-09-01,-0.129,0.121
1936-10-01,0.021,0.111
1936-11-01,-0.069,0.116
1936-12-01,0.051,0.114
1937-01-01,-0.022,0.115
1937-02-01,0.119,0.111
1937-03-01,-0.135,0.123
1937-04-01,-0.081,0.124
1937-05-01,-0.025,0.13
1937-06-01,0.008,0.117
1937-07-01,0.047,0.135
1937-08-01,0.045,0.14
1937-09-01,0.118,0.124
1937-10-01,0.166,0.108
1937-11-01,0.092,0.109
1937-12-01,0.03,0.116
1938-01-01,0.13,0.113
1938-02-01,0.058,0.113
1938-03-01,0.081,0.11
1938-04-01,0.104,0.12
1938-05-01,-0.076,0.13
1938-06-01,-0.099,0.117
1938-07-01,-0.093,0.134
1938-08-01,-0.001,0.138
1938-09-01,0.064,0.121
1938-10-01,0.225,0.109
1938-11-01,0.07,0.108
1938-12-01,-0.099,0.112
1939-01-01,-0.015,0.115
1939-02-01,-0.074,0.111
1939-03-01,-0.175,0.112
1939-04-01,0.013,0.122
1939-05-01,0.09,0.129
1939-06-01,-0.003,0.115
1939-07-01,-0.009,0.134
1939-08-01,-0.017,0.145
1939-09-01,-0.027,0.126
1939-10-01,-0.127,0.119
1939-11-01,-0.051,0.114
1939-12-01,0.423,0.121
1940-01-01,0.164,0.118
1940-02-01,0.134,0.116
1940-03-01,0.06,0.114
1940-04-01,0.185,0.125
1940-05-01,0.045,0.132
1940-06-01,0.039,0.119
1940-07-01,0.155,0.135
1940-08-01,0.069,0.139
1940-09-01,0.149,0.126
1940-10-01,0.037,0.114
1940-11-01,-0.014,0.117
1940-12-01,0.256,0.117
1941-01-01,0.064,0.11
1941-02-01,0.18,0.108
1941-03-01,-0.02,0.104
1941-04-01,0.062,0.115
1941-05-01,0.074,0.126
1941-06-01,0.069,0.113
1941-07-01,0.165,0.129
1941-08-01,0.021,0.134
1941-09-01,-0.157,0.114
1941-10-01,0.241,0.106
1941-11-01,0.009,0.109
1941-12-01,0.272,0.138
1942-01-01,0.37,0.123
1942-02-01,-0.023,0.12
1942-03-01,0.08,0.12
1942-04-01,0.005,0.13
1942-05-01,0.065,0.143
1942-06-01,0.04,0.128
1942-07-01,-0.047,0.143
1942-08-01,-0.097,0.151
1942-09-01,-0.058,0.139
1942-10-01,-0.01,0.129
1942-11-01,0.004,0.123
1942-12-01,0.178,0.128
1943-01-01,-0.023,0.133
1943-02-01,0.116,0.124
1943-03-01,-0.063,0.124
1943-04-01,0.1,0.135
1943-05-01,0.085,0.144
1943-06-01,-0.046,0.13
1943-07-01,0.011,0.145
1943-08-01,0.082,0.148
1943-09-01,0.006,0.128
1943-10-01,0.298,0.124
1943-11-01,0.168,0.124
1943-12-01,0.228,0.126
1944-01-01,0.323,0.116
1944-02-01,0.225,0.116
1944-03-01,0.225,0.119
1944-04-01,0.155,0.125
1944-05-01,0.159,0.135
1944-06-01,0.112,0.123
1944-07-01,0.15,0.141
1944-08-01,0.23,0.145
1944-09-01,0.168,0.127
1944-10-01,0.268,0.118
1944-11-01,0.005,0.12
1944-12-01,0.1,0.127
1945-01-01,0.082,0.12
1945-02-01,-0.039,0.122
1945-03-01,0.028,0.122
1945-04-01,0.166,0.13
1945-05-01,-0.006,0.142
1945-06-01,-0.034,0.128
1945-07-01,-0.081,0.147
1945-08-01,0.225,0.151
1945-09-01,0.053,0.131
1945-10-01,0.209,0.115
1945-11-01,-0.015,0.117
1945-12-01,-0.1,0.12
1946-01-01,0.095,0.126
1946-02-01,-0.038,0.125
1946-03-01,0.097,0.123
1946-04-01,0.121,0.126
1946-05-01,-0.034,0.143
1946-06-01,-0.143,0.133
1946-07-01,-0.015,0.141
1946-08-01,-0.158,0.145
1946-09-01,-0.055,0.139
1946-10-01,0.029,0.125
1946-11-01,-0.057,0.116
1946-12-01,-0.199,0.125
1947-01-01,0.076,0.123
1947-02-01,0.103,0.113
1947-03-01,0.169,0.12
1947-04-01,0.117,0.127
1947-05-01,0.035,0.137
1947-06-01,0.024,0.124
1947-07-01,0.023,0.141
1947-08-01,-0.058,0.141
1947-09-01,-0.014,0.129
1947-10-01,0.183,0.125
1947-11-01,0.099,0.124
1947-12-01,-0.017,0.127
1948-01-01,0.108,0.119
1948-02-01,-0.141,0.119
1948-03-01,-0.173,0.122
1948-04-01,-0.012,0.127
1948-05-01,0.12,0.135
1948-06-01,0.089,0.126
1948-07-01,-0.046,0.142
1948-08-01,0.027,0.138
1948-09-01,-0.071,0.124
1948-10-01,0.024,0.117
1948-11-01,-0.141,0.126
1948-12-01,-0.284,0.125
1949-01-01,0.124,0.102
1949-02-01,-0.147,0.1
1949-03-01,-0.033,0.101
1949-04-01,-0.033,0.11
1949-05-01,-0.022,0.12
1949-06-01,-0.228,0.107
1949-07-01,-0.16,0.125
1949-08-01,-0.082,0.128
1949-09-01,-0.138,0.108
1949-10-01,-0.007,0.099
1949-11-01,-0.104,0.099
1949-12-01,-0.046,0.105
1950-01-01,-0.206,0.096
1950-02-01,-0.309,0.099
1950-03-01,-0.109,0.094
1950-04-01,-0.191,0.102
1950-05-01,-0.027,0.108
1950-06-01,-0.005,0.103
1950-07-01,0.001,0.116
1950-08-01,-0.151,0.11
1950-09-01,-0.172,0.103
1950-10-01,-0.146,0.098
1950-11-01,-0.339,0.089
1950-12-01,-0.163,0.098
1951-01-01,-0.279,0.09
1951-02-01,-0.369,0.09
1951-03-01,-0.127,0.091
1951-04-01,-0.042,0.096
1951-05-01,0.124,0.111
1951-06-01,0.12,0.103
1951-07-01,0.075,0.12
1951-08-01,0.22,0.114
1951-09-01,0.115,0.107
1951-10-01,0.175,0.09
1951-11-01,0.008,0.089
1951-12-01,0.23,0.09
1952-01-01,0.219,0.09
1952-02-01,0.195,0.096
1952-03-01,-0.057,0.094
1952-04-01,0.093,0.105
1952-05-01,0.082,0.119
1952-06-01,0.103,0.107
1952-07-01,0.124,0.123
1952-08-01,0.113,0.125
1952-09-01,0.119,0.105
1952-10-01,0.049,0.094
1952-11-01,-0.079,0.093
1952-12-01,0.084,0.096
1953-01-01,0.104,0.095
1953-02-01,0.205,0.094
1953-03-01,0.108,0.094
1953-04-01,0.313,0.105
1953-05-01,0.228,0.117
1953-06-01,0.237,0.107
1953-07-01,0.121,0.123
1953-08-01,0.134,0.125
1953-09-01,0.133,0.106
1953-10-01,0.109,0.093
1953-11-01,-0.023,0.093
1953-12-01,0.129,0.095
1954-01-01,-0.171,0.088
1954-02-01,-0.034,0.091
1954-03-01,-0.079,0.093
1954-04-01,-0.002,0.103
1954-05-01,-0.05,0.105
1954-06-01,-0.065,0.103
1954-07-01,-0.126,0.108
1954-08-01,-0.07,0.107
1954-09-01,-0.085,0.102
1954-10-01,0.079,0.088
1954-11-01,0.125,0.085
1954-12-01,-0.073,0.088
1955-01-01,0.225,0.085
1955-02-01,-0.159,0.085
1955-03-01,-0.269,0.081
1955-04-01,-0.123,0.088
1955-05-01,-0.189,0.094
1955-06-01,-0.07,0.083
1955-07-01,-0.128,0.094
1955-08-01,0.11,0.112
1955-09-01,-0.142,0.085
1955-10-01,-0.005,0.079
1955-11-01,-0.242,0.083
1955-12-01,-0.206,0.081
1956-01-01,-0.065,0.072
1956-02-01,-0.141,0.08
1956-03-01,-0.201,0.071
1956-04-01,-0.236,0.073
1956-05-01,-0.241,0.089
1956-06-01,-0.177,0.089
1956-07-01,-0.106,0.083
1956-08-01,-0.282,0.072
1956-09-01,-0.184,0.071
1956-10-01,-0.276,0.068
1956-11-01,-0.151,0.07
1956-12-01,0.027,0.076
1957-01-01,-0.066,0.071
1957-02-01,-0.002,0.07
1957-03-01,-0.044,0.069
1957-04-01,0.073,0.079
1957-05-01,0.163,0.079
1957-06-01,0.218,0.099
1957-07-01,0.024,0.093
1957-08-01,0.177,0.097
1957-09-01,0.078,0.118
1957-10-01,0.099,0.083
1957-11-01,0.062,0.068
1957-12-01,0.153,0.068
1958-01-01,0.367,0.069
1958-02-01,0.231,0.069
1958-03-01,0.148,0.066
1958-04-01,0.057,0.072
1958-05-01,0.09,0.074
1958-06-01,-0.069,0.082
1958-07-01,0.019,0.094
1958-08-01,-0.051,0.073
1958-09-01,-0.068,0.074
1958-10-01,0.056,0.067
1958-11-01,0.059,0.062
1958-12-01,0.098,0.067
1959-01-01,0.122,0.068
1959-02-01,0.062,0.066
1959-03-01,0.156,0.092
1959-04-01,0.173,0.071
1959-05-01,0.076,0.069
1959-06-01,0.1,0.065
1959-07-01,0.018,0.074
1959-08-01,0.033,0.062
1959-09-01,-0.083,0.071
1959-10-01,0.011,0.068
1959-11-01,-0.101,0.064
1959-12-01,0.048,0.067
1960-01-01,0.042,0.061
1960-02-01,0.148,0.068
1960-03-01,-0.277,0.063
1960-04-01,-0.126,0.066
1960-05-01,-0.073,0.078
1960-06-01,0.02,0.072
1960-07-01,-0.023,0.066
1960-08-01,0.091,0.068
1960-09-01,0.057,0.067
1960-10-01,0.089,0.062
1960-11-01,-0.121,0.065
1960-12-01,0.258,0.06
1961-01-01,0.121,0.058
1961-02-01,0.208,0.061
1961-03-01,0.133,0.065
1961-04-01,0.193,0.078
1961-05-01,0.196,0.072
1961-06-01,0.142,0.078
1961-07-01,-0.008,0.069
1961-08-01,0.008,0.078
1961-09-01,0.033,0.06
1961-10-01,0.025,0.071
1961-11-01,0.05,0.055
1961-12-01,-0.064,0.063
1962-01-01,0.11,0.065
1962-02-01,0.184,0.063
1962-03-01,0.179,0.063
1962-04-01,0.102,0.066
1962-05-01,-0.052,0.078
1962-06-01,0.035,0.062
1962-07-01,-0.053,0.062
1962-08-01,-0.042,0.075
1962-09-01,-0.066,0.073
1962-10-01,0.008,0.085
1962-11-01,0.054,0.072
1962-12-01,0.048,0.065
1963-01-01,0.052,0.069
1963-02-01,0.175,0.058
1963-03-01,-0.153,0.07
1963-04-01,-0.045,0.06
1963-05-01,-0.021,0.066
1963-06-01,0.03,0.083
1963-07-01,0.115,0.076
1963-08-01,0.232,0.067
1963-09-01,0.173,0.074
1963-10-01,0.136,0.078
1963-11-01,0.189,0.066
1963-12-01,0.111,0.064
1964-01-01,-0.017,0.078
1964-02-01,-0.079,0.056
1964-03-01,-0.229,0.057
1964-04-01,-0.281,0.059
1964-05-01,-0.251,0.079
1964-06-01,-0.046,0.063
1964-07-01,-0.144,0.073
1964-08-01,-0.28,0.074
1964-09-01,-0.335,0.059
1964-10-01,-0.228,0.077
1964-11-01,-0.205,0.058
1964-12-01,-0.168,0.058
1965-01-01,0.008,0.061
1965-02-01,-0.131,0.063
1965-03-01,-0.132,0.057
1965-04-01,-0.152,0.065
1965-05-01,-0.074,0.072
1965-06-01,-0.148,0.102
1965-07-01,-0.195,0.065
1965-08-01,-0.054,0.06
1965-09-01,-0.199,0.059
1965-10-01,-0.01,0.061
1965-11-01,-0.038,0.057
1965-12-01,0.012,0.058
1966-01-01,-0.093,0.055
1966-02-01,-0.009,0.056
1966-03-01,-0.029,0.086
1966-04-01,-0.029,0.059
1966-05-01,-0.089,0.064
1966-06-01,0.03,0.063
1966-07-01,0.099,0.069
1966-08-01,-0.036,0.063
1966-09-01,-0.007,0.082
1966-10-01,-0.158,0.06
1966-11-01,-0.022,0.063
1966-12-01,0.036,0.054
1967-01-01,-0.044,0.054
1967-02-01,-0.2,0.061
1967-03-01,0.063,0.062
1967-04-01,0.043,0.064
1967-05-01,0.262,0.072
1967-06-01,0.01,0.058
1967-07-01,0.029,0.067
1967-08-01,0.008,0.079
1967-09-01,-0.036,0.057
1967-10-01,0.091,0.055
1967-11-01,-0.088,0.048
1967-12-01,0.032,0.05
1968-01-01,-0.142,0.05
1968-02-01,-0.123,0.047
1968-03-01,0.155,0.059
1968-04-01,-0.011,0.058
1968-05-01,-0.078,0.068
1968-06-01,0.007,0.099
1968-07-01,-0.116,0.062
1968-08-01,-0.073,0.052
1968-09-01,-0.184,0.059
1968-10-01,0.099,0.06
1968-11-01,-0.065,0.049
1968-12-01,-0.009,0.049
1969-01-01,0.011,0.048
1969-02-01,-0.057,0.058
1969-03-01,0.045,0.052
1969-04-01,0.218,0.057
1969-05-01,0.262,0.051
1969-06-01,0.147,0.062
1969-07-01,-0.081,0.055
1969-08-01,0.035,0.054
1969-09-01,0.06,0.059
1969-10-01,0.083,0.053
1969-11-01,0.099,0.048
1969-12-01,0.346,0.049
1970-01-01,0.184,0.05
1970-02-01,0.183,0.065
1970-03-01,0.059,0.05
1970-04-01,0.113,0.05
1970-05-01,0.009,0.051
1970-06-01,-0.008,0.057
1970-07-01,-0.063,0.062
1970-08-01,-0.143,0.068
1970-09-01,0.063,0.054
1970-10-01,0.008,0.048
1970-11-01,-0.026,0.046
1970-12-01,-0.073,0.046
1971-01-01,-0.005,0.047
1971-02-01,-0.175,0.052
1971-03-01,-0.181,0.048
1971-04-01,-0.051,0.053
1971-05-01,-0.117,0.059
1971-06-01,-0.131,0.055
1971-07-01,-0.133,0.06
1971-08-01,-0.086,0.052
1971-09-01,-0.03,0.055
1971-10-01,-0.057,0.058
1971-11-01,-0.043,0.05
1971-12-01,-0.086,0.046
1972-01-01,-0.227,0.05
1972-02-01,-0.183,0.048
1972-03-01,0.0,0.064
1972-04-01,-0.001,0.049
1972-05-01,0.015,0.052
1972-06-01,0.047,0.064
1972-07-01,-0.042,0.06
1972-08-01,0.141,0.058
1972-09-01,0.007,0.055
1972-10-01,0.033,0.07
1972-11-01,0.0,0.048
1972-12-01,0.221,0.049
1973-01-01,0.25,0.044
1973-02-01,0.294,0.046
1973-03-01,0.158,0.054
1973-04-01,0.254,0.057
1973-05-01,0.209,0.052
1973-06-01,0.121,0.051
1973-07-01,-0.004,0.057
1973-08-01,-0.002,0.07
1973-09-01,-0.04,0.051
1973-10-01,0.042,0.052
1973-11-01,-0.013,0.045
1973-12-01,-0.008,0.044
1974-01-01,-0.162,0.051
1974-02-01,-0.33,0.048
1974-03-01,-0.169,0.047
1974-04-01,-0.103,0.044
1974-05-01,-0.107,0.052
1974-06-01,-0.073,0.054
1974-07-01,-0.141,0.051
1974-08-01,0.078,0.065
1974-09-01,-0.096,0.059
1974-10-01,-0.091,0.049
1974-11-01,-0.076,0.046
1974-12-01,-0.106,0.056
1975-01-01,0.026,0.048
1975-02-01,0.067,0.045
1975-03-01,0.082,0.055
1975-04-01,0.041,0.047
1975-05-01,0.102,0.051
1975-06-01,-0.0,0.056
1975-07-01,-0.127,0.064
1975-08-01,-0.269,0.068
1975-09-01,-0.1,0.06
1975-10-01,-0.099,0.052
1975-11-01,-0.279,0.046
1975-12-01,-0.161,0.043
1976-01-01,-0.076,0.046
1976-02-01,-0.187,0.055
1976-03-01,-0.305,0.046
1976-04-01,-0.133,0.047
1976-05-01,-0.327,0.065
1976-06-01,-0.239,0.064
1976-07-01,-0.135,0.066
1976-08-01,-0.226,0.074
1976-09-01,-0.096,0.061
1976-10-01,-0.237,0.058
1976-11-01,-0.123,0.048
1976-12-01,0.084,0.052
1977-01-01,0.237,0.046
1977-02-01,0.159,0.057
1977-03-01,0.106,0.052
1977-04-01,0.188,0.052
1977-05-01,0.257,0.068
1977-06-01,0.222,0.051
1977-07-01,0.118,0.053
1977-08-01,0.162,0.05
1977-09-01,-0.029,0.051
1977-10-01,-0.011,0.052
1977-11-01,0.106,0.047
1977-12-01,0.023,0.05
1978-01-01,0.056,0.049
